id_pedido,produto,categoria,quantidade,valor_unitario,forma_pagamento,regiao,cep_cliente,data_pedido,valor_total
1584,Camiseta Básica,Moda,1,49.9,Pix,Centro-Oeste,02594438,2024-10-25,49.9
1538,Camiseta Básica,Moda,2,49.9,Cartão de Débito,Centro-Oeste,03271895,2024-10-25,99.8
1355,Carregador Portátil,Eletrônicos,3,79.9,Pix,Nordeste,08017172,2024-10-26,239.7
1556,Mochila Executiva,Moda,1,159.9,Boleto,Sul,05968486,2024-10-27,159.9
1372,Cafeteira Elétrica,Casa e Decoração,1,219.9,Cartão de Crédito,Centro-Oeste,03193260,2024-10-28,219.9
1226,Tênis de Corrida,Esporte,3,259.9,Cartão de Débito,Sul,03281803,2024-10-28,779.7
1358,Carregador Portátil,Eletrônicos,2,79.9,Cartão de Crédito,Norte,05269556,2024-10-29,159.8
1518,Tênis de Corrida,Esporte,3,259.9,Cartão de Débito,Sudeste,09856658,2024-10-30,779.7
1054,Cafeteira Elétrica,Casa e Decoração,2,219.9,Boleto,Sudeste,05569902,2024-10-30,439.8
1519,Tênis de Corrida,Esporte,3,259.9,Não informado,Sudeste,09856658,2024-10-30,779.7
1416,Luminária de Mesa,Casa e Decoração,3,89.9,Cartão de Crédito,Sul,03583511,2024-11-01,269.7
1062,Bicicleta Ergométrica,Esporte,2,899.9,Boleto,Norte,07232461,2024-11-01,1799.8
1406,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Crédito,Norte,07121193,2024-11-01,129.9
1102,Mochila Executiva,Moda,1,159.9,Cartão de Crédito,Norte,09313217,2024-11-03,159.9
1484,Camiseta Básica,Moda,1,49.9,Cartão de Crédito,Centro-Oeste,02752333,2024-11-05,49.9
1099,Jogo de Panelas,Casa e Decoração,2,189.9,Cartão de Crédito,Norte,04522440,2024-11-05,379.8
1286,Livro - O Poder do Hábito,Livros,2,39.9,Boleto,Nordeste,07602147,2024-11-07,79.8
1123,Livro - Hábitos Atômicos,Livros,2,44.9,Cartão de Débito,Sul,09749244,2024-11-08,89.8
1522,Jogo de Panelas,Casa e Decoração,2,189.9,Cartão de Crédito,Sudeste,02870509,2024-11-08,379.8
1532,Mochila Executiva,Moda,1,159.9,Cartão de Débito,Nordeste,03234468,2024-11-08,159.9
1244,Mochila Executiva,Moda,2,159.9,Pix,Sul,02956012,2024-11-09,319.8
1465,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Débito,Centro-Oeste,03947904,2024-11-10,79.9
1501,Jogo de Panelas,Casa e Decoração,1,189.9,Pix,Sudeste,02827618,2024-11-11,189.9
1237,Livro - O Poder do Hábito,Livros,2,39.9,Boleto,Sudeste,02646143,2024-11-11,79.8
1262,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Pix,Centro-Oeste,07750903,2024-11-11,259.8
1340,Carregador Portátil,Eletrônicos,3,79.9,Pix,Centro-Oeste,06866074,2024-11-11,239.7
1203,Livro - O Poder do Hábito,Livros,1,39.9,Boleto,Sudeste,02344274,2024-11-12,39.9
1485,Mochila Executiva,Moda,1,159.9,Boleto,Centro-Oeste,07288067,2024-11-13,159.9
1232,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Débito,Sudeste,03035951,2024-11-16,129.9
1528,Bicicleta Ergométrica,Esporte,2,899.9,Pix,Sudeste,04173115,2024-11-16,1799.8
1148,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Norte,03762606,2024-11-16,39.9
1150,Mochila Executiva,Moda,2,159.9,Pix,Centro-Oeste,05012824,2024-11-17,319.8
1628,Livro - Hábitos Atômicos,Livros,2,44.9,Cartão de Crédito,Norte,06599996,2024-11-18,89.8
1464,Smartwatch Fit,Eletrônicos,3,349.9,Cartão de Crédito,Centro-Oeste,05705437,2024-11-18,1049.7
1229,Cafeteira Elétrica,Casa e Decoração,2,219.9,Cartão de Débito,Centro-Oeste,08405077,2024-11-19,439.8
1211,Mochila Executiva,Moda,1,159.9,Pix,Sul,07932808,2024-11-20,159.9
1053,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Sul,08135180,2024-11-21,349.9
1592,Luminária de Mesa,Casa e Decoração,1,89.9,Cartão de Débito,Norte,01981534,2024-11-22,89.9
1139,Fone de Ouvido Bluetooth,Eletrônicos,3,129.9,Boleto,Sudeste,03339869,2024-11-22,389.7
1420,Livro - Hábitos Atômicos,Livros,1,44.9,Boleto,Sudeste,06965794,2024-11-22,44.9
1404,Carregador Portátil,Eletrônicos,2,79.9,Pix,Nordeste,08891552,2024-11-23,159.8
1493,Camiseta Básica,Moda,1,49.9,Cartão de Débito,Norte,07974638,2024-11-24,49.9
1348,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Crédito,Norte,01745717,2024-11-24,349.9
1323,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Débito,Centro-Oeste,03709076,2024-11-25,79.9
1238,Camiseta Básica,Moda,1,49.9,Pix,Sudeste,05942210,2024-11-26,49.9
1116,Livro - Hábitos Atômicos,Livros,2,44.9,Boleto,Centro-Oeste,08199536,2024-11-26,89.8
1586,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Sudeste,,2024-11-27,259.9
1336,Carregador Portátil,Eletrônicos,1,79.9,Boleto,Norte,05712709,2024-11-27,79.9
1585,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Sudeste,05995117,2024-11-27,259.9
1636,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Boleto,Centro-Oeste,09824195,2024-11-28,259.8
1068,Camiseta Básica,Moda,2,49.9,Pix,Sul,08141650,2024-11-29,99.8
1294,Livro - O Poder do Hábito,Livros,1,39.9,Não informado,Sudeste,08767933,2024-11-29,39.9
1293,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Sudeste,08767933,2024-11-29,39.9
1026,Bicicleta Ergométrica,Esporte,2,899.9,Pix,Sudeste,03200270,2024-11-30,1799.8
1018,Luminária de Mesa,Casa e Decoração,3,89.9,Cartão de Crédito,Sudeste,07596745,2024-11-30,269.7
1559,Livro - O Poder do Hábito,Livros,1,39.9,Pix,Centro-Oeste,03938503,2024-11-30,39.9
1325,Livro - Hábitos Atômicos,Livros,2,44.9,Cartão de Débito,Centro-Oeste,01587570,2024-11-30,89.8
1225,Tênis de Corrida,Esporte,1,259.9,Pix,Sudeste,08368269,2024-11-30,259.9
1228,Mochila Executiva,Moda,1,159.9,Boleto,Sul,03396728,2024-12-01,159.9
1248,Fone de Ouvido Bluetooth,Eletrônicos,3,129.9,Pix,Sul,07819937,2024-12-01,389.7
1007,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Débito,Sul,05339142,2024-12-01,79.9
1041,Mochila Executiva,Moda,1,159.9,Cartão de Crédito,Centro-Oeste,04585180,2024-12-01,159.9
1133,Livro - Hábitos Atômicos,Livros,3,44.9,Pix,Sul,01726360,2024-12-02,134.7
1331,Camiseta Básica,Moda,2,49.9,Pix,Norte,07302428,2024-12-02,99.8
1327,Carregador Portátil,Eletrônicos,2,79.9,Cartão de Débito,Sudeste,02596777,2024-12-02,159.8
1371,Smartwatch Fit,Eletrônicos,2,349.9,Cartão de Crédito,Centro-Oeste,09553430,2024-12-03,699.8
1458,Camiseta Básica,Moda,2,49.9,Boleto,Sul,03930787,2024-12-03,99.8
1097,Carregador Portátil,Eletrônicos,3,79.9,Cartão de Débito,Sudeste,01996490,2024-12-03,239.7
1106,Smartwatch Fit,Eletrônicos,2,349.9,Cartão de Débito,Centro-Oeste,05475220,2024-12-04,699.8
1312,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Pix,Norte,03247428,2024-12-04,259.8
1488,Carregador Portátil,Eletrônicos,1,79.9,Pix,Centro-Oeste,08326200,2024-12-04,79.9
1503,Mochila Executiva,Moda,1,159.9,Boleto,Sul,06653055,2024-12-04,159.9
1631,Bicicleta Ergométrica,Esporte,1,899.9,Boleto,Centro-Oeste,01741085,2024-12-04,899.9
1486,Livro - Hábitos Atômicos,Livros,1,44.9,Cartão de Débito,Sudeste,08584333,2024-12-05,44.9
1076,Luminária de Mesa,Casa e Decoração,2,89.9,Boleto,Centro-Oeste,01606129,2024-12-05,179.8
1597,Bicicleta Ergométrica,Esporte,2,899.9,Pix,Centro-Oeste,02478243,2024-12-06,1799.8
1107,Livro - O Poder do Hábito,Livros,2,39.9,Boleto,Centro-Oeste,01897007,2024-12-07,79.8
1281,Luminária de Mesa,Casa e Decoração,1,89.9,Cartão de Débito,Norte,04727566,2024-12-08,89.9
1569,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Sul,05544971,2024-12-09,259.9
1436,Carregador Portátil,Eletrônicos,1,79.9,Pix,Nordeste,04120328,2024-12-09,79.9
1601,Fone de Ouvido Bluetooth,Eletrônicos,3,129.9,Cartão de Débito,Nordeste,06945924,2024-12-09,389.7
1492,Mochila Executiva,Moda,1,159.9,Cartão de Crédito,Sudeste,01257147,2024-12-09,159.9
1615,Cafeteira Elétrica,Casa e Decoração,2,219.9,Cartão de Crédito,Sudeste,05155516,2024-12-09,439.8
1634,Carregador Portátil,Eletrônicos,3,79.9,Cartão de Débito,Nordeste,02435128,2024-12-10,239.7
1385,Jogo de Panelas,Casa e Decoração,2,189.9,Pix,Sudeste,03924487,2024-12-10,379.8
1078,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Débito,Nordeste,08994893,2024-12-11,39.9
1087,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Norte,06992092,2024-12-12,349.9
1387,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Norte,01108782,2024-12-12,349.9
1117,Mochila Executiva,Moda,1,159.9,Pix,Sudeste,06401096,2024-12-13,159.9
1552,Cafeteira Elétrica,Casa e Decoração,1,219.9,Pix,Sudeste,07580632,2024-12-13,219.9
1146,Smartwatch Fit,Eletrônicos,2,349.9,Boleto,Norte,03981786,2024-12-14,699.8
1163,Bicicleta Ergométrica,Esporte,3,899.9,Pix,Norte,08932196,2024-12-14,2699.7
1005,Livro - O Poder do Hábito,Livros,3,39.9,Boleto,Norte,05010167,2024-12-15,119.7
1487,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Nordeste,09098660,2024-12-16,349.9
1607,Tênis de Corrida,Esporte,2,259.9,Pix,Centro-Oeste,08837894,2024-12-17,519.8
1036,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Boleto,Nordeste,08066071,2024-12-17,259.8
1257,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Crédito,Sul,06370151,2024-12-17,349.9
1064,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Pix,Sudeste,04792295,2024-12-18,259.8
1292,Camiseta Básica,Moda,3,49.9,Cartão de Crédito,Centro-Oeste,01813166,2024-12-18,149.7
1311,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Centro-Oeste,03024560,2024-12-19,349.9
1507,Tênis de Corrida,Esporte,3,259.9,Pix,Norte,01173688,2024-12-19,779.7
1138,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Débito,Sudeste,06776629,2024-12-19,79.9
1209,Mochila Executiva,Moda,1,159.9,Boleto,Nordeste,07161287,2024-12-21,159.9
1021,Cafeteira Elétrica,Casa e Decoração,2,219.9,Cartão de Débito,Sul,04111303,2024-12-22,439.8
1517,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Nordeste,08970086,2024-12-22,39.9
1524,Camiseta Básica,Moda,1,49.9,Boleto,Centro-Oeste,04991947,2024-12-22,49.9
1176,Carregador Portátil,Eletrônicos,2,79.9,Cartão de Débito,Norte,04578780,2024-12-25,159.8
1269,Livro - Hábitos Atômicos,Livros,1,44.9,Cartão de Débito,Norte,02655344,2024-12-26,44.9
1142,Smartwatch Fit,Eletrônicos,1,349.9,Pix,Centro-Oeste,04279125,2024-12-26,349.9
1473,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Crédito,Nordeste,07780088,2024-12-27,79.9
1551,Bicicleta Ergométrica,Esporte,3,899.9,Pix,Norte,03409818,2024-12-27,2699.7
1424,Livro - Hábitos Atômicos,Livros,1,44.9,Pix,Norte,01666751,2024-12-28,44.9
1295,Carregador Portátil,Eletrônicos,3,79.9,Cartão de Débito,Centro-Oeste,06713470,2024-12-29,239.7
1334,Carregador Portátil,Eletrônicos,3,79.9,Pix,Centro-Oeste,01209535,2024-12-29,239.7
1242,Mochila Executiva,Moda,3,159.9,Cartão de Débito,Centro-Oeste,07590084,2024-12-30,479.7
1310,Camiseta Básica,Moda,1,49.9,Cartão de Crédito,Centro-Oeste,05190789,2024-12-30,49.9
