id_pedido,produto,categoria,quantidade,valor_unitario,forma_pagamento,regiao,cep_cliente,data_pedido
1290,Carregador Portátil,Eletrônicos,1,79.90,Boleto,Sudeste,5087033,08-04-2024
1567,Tênis de Corrida,esporte,1,259.90,Cartão de Crédito,Sudeste,1308793,05/08/24
1361,Tênis de Corrida,Esporte,1,"R$ 259,90",Boleto,Norte,6918397,08/07/24
1203,Livro - O Poder do Hábito,LIVROS,1,"R$ 39,90",Boleto,Sudeste,2344274,2024-11-12
1116,Livro - Hábitos Atômicos,Livros,2,"R$ 44,90",Boleto,Centro-Oeste,8199536,2024-11-26
1166,Jogo de Panelas,CASA E DECORAÇÃO,1,189.90,Pix,Norte,5450140,2024-04-13
1103,Bicicleta Ergométrica, Esporte ,1,899.90,Cartão de Débito,Norte,1430623,22-05-2024
1585,Tênis de Corrida,esporte,1,"R$ 259,90",Cartão de Crédito,Sudeste,5995117,27/11/2024
1039,Tênis de Corrida,ESPORTE,3,259.90,Pix,Norte,6491095,2024-03-27
1101,Smartwatch Fit,ELETRÔNICOS,1,349.90,Cartão de Crédito,Norte,6400686,09-07-2024
1104,Jogo de Panelas,Casa e decoração ,1,"R$ 189,90",Boleto,Norte,7566071,04/01/2024
1109,Livro - Hábitos Atômicos,Livros,2,44.90,Cartão de Débito,Sudeste,6129589,22/01/24
1459,Cafeteira Elétrica,Casa e decoração ,3,"R$ 219,90",Boleto,Sul,1057637,02/04/2024
1587,Mochila Executiva,MODA,1,159.90,Cartão de Crédito,Nordeste,7188584,11/01/2024
1048,Jogo de Panelas,CASA E DECORAÇÃO,1,189.90,Pix,Centro-Oeste,5558770,18/04/24
1103,Bicicleta Ergométrica, Esporte ,1,899.90,Cartão de Débito,Norte,1430623,22-05-2024
1514,Luminária de Mesa,Casa e Decoração,2,"R$ 89,90",Cartão de Débito,Sudeste,9770957,25-04-2024
1149,Carregador Portátil, Eletrônicos ,2,79.90,Cartão de Crédito,Sudeste,1744971,22-01-2024
1264,Livro - Hábitos Atômicos,LIVROS,1,"R$ 44,90",Boleto,Sudeste,5602059,02/04/24
1044,Jogo de Panelas,Casa e decoração ,1,"R$ 189,90",Boleto,Sul,7275710,2024-10-03
1354,Tênis de Corrida,ESPORTE,1,"R$ 259,90",Boleto,Sudeste,5671634,2024-07-01
1339,Bicicleta Ergométrica, Esporte ,1,899.90,Pix,Sudeste,6415477,2024-03-23
1255,Mochila Executiva,moda,1,"R$ 159,90",Pix,Centro-Oeste,6345325,2024-05-29
1487,Smartwatch Fit,Eletronicos,1,349.90,Cartão de Débito,Nordeste,9098660,16/12/2024
1220,Livro - O Poder do Hábito,livros,1,"R$ 39,90",Cartão de Crédito,Sul,7116710,01/03/24
1119,Smartwatch Fit, Eletrônicos ,2,349.90,Pix,Sul,9624095,11/07/24
1223,Cafeteira Elétrica,casa e decoracao,1,"R$ 219,90",Boleto,Nordeste,1535281,16-10-2024
1112,Luminária de Mesa,casa e decoracao,1,"R$ 89,90",Boleto,Sul,3504778,22/02/2024
1431,Smartwatch Fit, Eletrônicos ,2,349.90,Cartão de Crédito,Norte,5921038,29/03/24
1336,Carregador Portátil,Eletronicos,1,79.90,Boleto,Norte,5712709,27/11/24
1602,Cafeteira Elétrica,CASA E DECORAÇÃO,1,219.90,Pix,Nordeste,2478958,2024-07-20
1029,Luminária de Mesa,casa e decoracao,2,89.90,Boleto,Centro-Oeste,3088042,19/01/2024
1504,Cafeteira Elétrica,Casa e decoração ,2,"R$ 219,90",Cartão de Débito,Centro-Oeste,5302148,29/09/24
1172,Livro - O Poder do Hábito, Livros,3,"R$ 39,90",Pix,Nordeste,4164179,05/04/24
1157,Carregador Portátil,Eletrônicos,1,"R$ 79,90",Pix,Norte,6990773,19/02/24
1356,Livro - O Poder do Hábito,LIVROS,1,"R$ 39,90",Pix,Centro-Oeste,8583456,03-07-2024
1258,Fone de Ouvido Bluetooth, Eletrônicos ,1,"R$ 129,90",Cartão de Débito,Centro-Oeste,5093096,2024-03-30
1358,Carregador Portátil,Eletronicos,2,"R$ 79,90",Cartão de Crédito,Norte,5269556,29/10/24
1017,Carregador Portátil,Eletronicos,2,79.90,Cartão de Débito,Sul,2545099,04-05-2024
1045,Bicicleta Ergométrica,ESPORTE,2,"R$ 899,90",Cartão de Débito,Centro-Oeste,1320877,01/02/24
1555,Jogo de Panelas,Casa e decoração ,1,189.90,Cartão de Crédito,Sul,8278759,06/06/24
1207,Cafeteira Elétrica,Casa e Decoração,1,219.90,Cartão de Débito,Norte,4203468,08-05-2024
1231,Mochila Executiva,moda,2,159.90,Pix,Nordeste,6533560,18/04/24
1301,Luminária de Mesa,Casa e decoração ,3,89.90,Boleto,Nordeste,2463227,13-10-2024
1494,Livro - Hábitos Atômicos,livros,1,44.90,Cartão de Débito,Sul,9220275,05-08-2024
1622,Tênis de Corrida,Esporte,2,"R$ 259,90",Cartão de Crédito,Sul,9161693,19-10-2024
1100,Mochila Executiva,MODA,3,"R$ 159,90",Pix,Nordeste,7132976,18/02/24
1492,Mochila Executiva,moda,1,"R$ 159,90",Cartão de Crédito,Sudeste,1257147,09/12/24
1155,Livro - O Poder do Hábito,LIVROS,1,"R$ 39,90",Cartão de Crédito,Centro-Oeste,3194903,01-10-2024
1197,Jogo de Panelas,Casa e decoração ,1,"R$ 189,90",Cartão de Débito,Centro-Oeste,4984713,22/07/2024
1171,Carregador Portátil,Eletrônicos,1,79.90,Cartão de Débito,Sul,9261479,25/05/2024
1128,Luminária de Mesa,Casa e decoração ,1,"R$ 89,90",Cartão de Débito,Sul,8685459,11/03/2024
1483,Camiseta Básica, Moda,1,"R$ 49,90",Pix,Nordeste,8426499,19/07/24
1085,Livro - O Poder do Hábito,Livros,1,"R$ 39,90",Pix,Sul,2476931,13/08/24
1280,Camiseta Básica, Moda,2,"R$ 49,90",Cartão de Crédito,Nordeste,8204476,08-07-2024
1205,Smartwatch Fit,Eletrônicos,1,349.90,Pix,Centro-Oeste,1202298,30/06/2024
1592,Luminária de Mesa,CASA E DECORAÇÃO,1,89.90,Cartão de Débito,Norte,1981534,22/11/24
1473,Carregador Portátil,Eletrônicos,1,79.90,Cartão de Crédito,Nordeste,7780088,2024-12-27
1359,Mochila Executiva,moda,2,"R$ 159,90",Cartão de Crédito,Centro-Oeste,6961514,2024-05-28
1417,Livro - O Poder do Hábito,Livros,1,39.90,Cartão de Crédito,Sul,8992238,01-07-2024
1390,Bicicleta Ergométrica,Esporte,2,,Boleto,Centro-Oeste,2972715,26-06-2024
1291,Cafeteira Elétrica,CASA E DECORAÇÃO,3,219.90,Boleto,Nordeste,9008608,04/03/24
1129,Camiseta Básica,MODA,1,"R$ 49,90",Cartão de Crédito,Sudeste,4906429,27/05/24
1469,Fone de Ouvido Bluetooth,eletronicos,1,129.90,Cartão de Débito,Centro-Oeste,1582661,2024-06-18
1338,Carregador Portátil,eletronicos,3,"R$ 79,90",Boleto,Sudeste,4063985,09/04/2024
1215,Tênis de Corrida,ESPORTE,1,"R$ 259,90",Cartão de Débito,Nordeste,2100307,31/08/2024
1507,Tênis de Corrida, Esporte ,3,259.90,Pix,Norte,1173688,19/12/2024
1609,Livro - Hábitos Atômicos, Livros,1,44.90,Boleto,Centro-Oeste,,2024-02-13
1439,Bicicleta Ergométrica, Esporte ,2,899.90,Boleto,Sudeste,7170596,04/09/2024
1343,Livro - Hábitos Atômicos,LIVROS,1,"R$ 44,90",Pix,Sudeste,9468841,16/07/24
1470,Bicicleta Ergométrica, Esporte ,2,899.90,Cartão de Crédito,Norte,5904578,30-07-2024
1190,Livro - Hábitos Atômicos, Livros,2,44.90,Pix,Nordeste,5285368,26/08/24
1285,Bicicleta Ergométrica,ESPORTE,1,"R$ 899,90",Cartão de Crédito,Sudeste,2654804,31-07-2024
1160,Luminária de Mesa,Casa e Decoração,2,"R$ 89,90",Boleto,Sudeste,8871174,30/08/24
1020,Fone de Ouvido Bluetooth,Eletrônicos,1,129.90,Cartão de Débito,Sul,7570924,26/03/24
1437,Livro - Hábitos Atômicos,LIVROS,2,44.90,Boleto,Sul,7124159,15/03/2024
1450,Carregador Portátil, Eletrônicos ,2,79.90,Boleto,Sul,1427367,17/10/24
1346,Camiseta Básica, Moda,2,49.90,Boleto,Nordeste,7678397,06/02/24
1495,Livro - Hábitos Atômicos,livros,1,44.90,,Sul,9220275,05-08-2024
,,,,,,,,
1474,Jogo de Panelas,casa e decoracao,2,"R$ 189,90",Pix,Sudeste,4311935,03/06/2024
1418,Tênis de Corrida,Esporte,3,"R$ 259,90",Boleto,Nordeste,1646496,12-07-2024
1265,Tênis de Corrida,esporte,1,259.90,Pix,Norte,1916782,2024-05-06
1062,Bicicleta Ergométrica,ESPORTE,2,899.90,Boleto,Norte,7232461,01-11-2024
1551,Bicicleta Ergométrica, Esporte ,3,"R$ 899,90",Pix,Norte,3409818,27/12/24
1314,Jogo de Panelas,Casa e Decoração,1,"R$ 189,90",,Nordeste,9571996,11/09/24
1573,Jogo de Panelas,Casa e Decoração,1,189.90,Cartão de Débito,Nordeste,8486614,16/06/24
1423,Luminária de Mesa,Casa e decoração ,1,"R$ 89,90",Cartão de Crédito,Sudeste,4419671,06/07/2024
1018,Luminária de Mesa,Casa e Decoração,3,89.90,Cartão de Crédito,Sudeste,7596745,30/11/2024
1526,Cafeteira Elétrica,casa e decoracao,1,219.90,Cartão de Débito,Centro-Oeste,4919960,14/03/2024
1059,Jogo de Panelas,casa e decoracao,1,"R$ 189,90",Boleto,Nordeste,1745997,01-04-2024
1228,Mochila Executiva,Moda,1,"R$ 159,90",Boleto,Sul,3396728,2024-12-01
1616,Camiseta Básica,Moda,2,"R$ 49,90",Cartão de Débito,Nordeste,8669135,01/04/24
1608,Livro - Hábitos Atômicos, Livros,1,44.90,Boleto,Centro-Oeste,7182967,2024-02-13
1588,Livro - O Poder do Hábito,livros,1,39.90,Pix,Sul,5907372,2024-09-11
1512,Tênis de Corrida,Esporte,2,"R$ 259,90",Cartão de Crédito,Sudeste,5105795,12/05/24
1486,Livro - Hábitos Atômicos,livros,1,44.90,Cartão de Débito,Sudeste,8584333,05/12/24
1400,Cafeteira Elétrica,CASA E DECORAÇÃO,1,219.90,Boleto,Sul,5122963,04/04/2024
1488,Carregador Portátil,Eletrônicos,1,"R$ 79,90",Pix,Centro-Oeste,8326200,04-12-2024
1034,Jogo de Panelas,Casa e decoração ,3,"R$ 189,90",Pix,Sudeste,2889898,2024-09-17
1288,Luminária de Mesa,Casa e Decoração,1,"R$ 89,90",Cartão de Débito,Nordeste,5414746,09/03/2024
1552,Cafeteira Elétrica,Casa e Decoração,1,219.90,Pix,Sudeste,7580632,13/12/24
1593,Livro - O Poder do Hábito, Livros,2,"R$ 39,90",Cartão de Crédito,Sul,7757273,2024-07-29
1575,Livro - O Poder do Hábito,Livros,1,"R$ 39,90",Cartão de Crédito,Sul,2060372,14-03-2024
1496,Luminária de Mesa,Casa e decoração ,1,89.90,Cartão de Crédito,Sul,9624879,24-10-2024
1416,Luminária de Mesa,CASA E DECORAÇÃO,3,"R$ 89,90",Cartão de Crédito,Sul,3583511,01-11-2024
1433,Livro - Hábitos Atômicos,livros,1,44.90,Boleto,Sudeste,7436994,14/09/2024
1102,Mochila Executiva,Moda,1,"R$ 159,90",Cartão de Crédito,Norte,9313217,03/11/24
1007,Carregador Portátil, Eletrônicos ,1,79.90,Cartão de Débito,Sul,5339142,01-12-2024
1332,Jogo de Panelas,CASA E DECORAÇÃO,1,189.90,Pix,Norte,6143728,2024-03-11
1049,Fone de Ouvido Bluetooth,Eletronicos,1,"R$ 129,90",Cartão de Crédito,Sudeste,1508972,28/06/2024
1392,Camiseta Básica,MODA,2,49.90,Pix,Nordeste,7563286,2024-04-17
1566,Carregador Portátil,Eletronicos,1,79.90,Cartão de Crédito,Sudeste,4643131,2024-03-29
1292,Camiseta Básica, Moda,3,"R$ 49,90",Cartão de Crédito,Centro-Oeste,1813166,2024-12-18
1199,Livro - Hábitos Atômicos,Livros,2,"R$ 44,90",Cartão de Débito,Nordeste,1762946,22-01-2024
1239,Fone de Ouvido Bluetooth,eletronicos,2,"R$ 129,90",Cartão de Débito,Norte,2163540,16/07/2024
1582,Mochila Executiva,moda,1,159.90,Cartão de Crédito,Norte,9037675,18/07/24
1451,Cafeteira Elétrica,Casa e decoração ,1,219.90,Boleto,Sul,4166231,17/07/2024
1019,Cafeteira Elétrica,casa e decoracao,2,"R$ 219,90",Boleto,Sudeste,8260827,03/04/2024
1472,Livro - O Poder do Hábito, Livros,1,39.90,Pix,Sudeste,6556384,2024-02-03
1485,Mochila Executiva,MODA,1,"R$ 159,90",Boleto,Centro-Oeste,7288067,13/11/24
1446,Mochila Executiva, Moda,2,159.90,Boleto,Sul,3270594,2024-06-17
1151,Fone de Ouvido Bluetooth,eletronicos,2,129.90,Boleto,Nordeste,3353320,31-07-2024
1165,Bicicleta Ergométrica,ESPORTE,2,899.90,Boleto,Nordeste,1689294,25/06/2024
1115,Smartwatch Fit,Eletronicos,2,"R$ 349,90",Cartão de Crédito,Centro-Oeste,4084329,2024-09-16
